City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
441,Pemba,MZ,84.9,few clouds,-12.974,40.5178,Guesthouse Samotina
442,Muros,ES,64.69,scattered clouds,42.7762,-9.0603,Apartment Av. Castelao
443,Mogadishu,SO,81.93,scattered clouds,2.0371,45.3438,Hotel Juba
444,Myrtle Beach,US,66.09,clear sky,33.6891,-78.8867,Bay View Resort Myrtle Beach
445,Casin,RO,41.83,overcast clouds,46.2,26.75,Hanul Marisano
446,Barcelos,PT,66.92,broken clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
447,Porto Velho,BR,87.85,scattered clouds,-8.7619,-63.9039,Ecos Hotel Conforto
448,Ugoofaaru,MV,85.24,overcast clouds,5.6667,73.0,Ungoofaaru Inn
449,Pangnirtung,CA,19.4,broken clouds,66.1451,-65.7125,Kilabuk Lodge
450,Kisangani,CD,72.28,moderate rain,0.5167,25.2,Grand Ramela Hotel
451,Malanje,AO,66.47,light rain,-9.5402,16.341,Hotel Ginga
452,Sao Joao Da Barra,BR,86.09,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
453,Port Hedland,AU,78.85,clear sky,-20.3167,118.5667,The Esplanade Hotel
454,Sehithwa,BW,71.8,light rain,-20.4667,22.7167,MONLEK GUEST HOUSE
455,Ngunguru,NZ,62.26,few clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
456,Morehead,US,69.78,clear sky,37.2711,-87.1764,CCI Express Inn
457,Tongren,CN,67.86,clear sky,27.7172,109.1853,Fanjing Mountain International Conference Center
459,Hofn,IS,35.73,overcast clouds,64.2539,-15.2082,Hótel Höfn
460,Moose Factory,CA,30.2,overcast clouds,51.2585,-80.6094,Moosonee Lilypad
461,Maura,NO,48.31,clear sky,60.25,11.0167,Kringler guesthouse AS
462,Vilhena,BR,84.42,broken clouds,-12.7406,-60.1458,Hotel Mirage
464,Neuquen,AR,58.89,broken clouds,-38.9516,-68.0591,Hotel del Comahue
465,Bonavista,CA,35.6,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
466,Nikolskoye,RU,42.69,broken clouds,59.7035,30.7861,Tourist House - Sablino
467,Abbeville,FR,52.48,overcast clouds,50.1,1.8333,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
469,Boulsa,BF,101.91,broken clouds,12.6675,-0.5758,Auberge Relwende
470,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
471,Grand Forks,US,42.78,overcast clouds,47.9417,-97.4337,Warrior Inn
472,Khuzdar,PK,78.64,overcast clouds,27.7384,66.6434,jhalwan Rent A Car Compny Moola Chotok
473,Yar-Sale,RU,33.08,light snow,66.8333,70.8333,Yalemd
474,Shihezi,CN,59.32,overcast clouds,44.3,86.0333,Home Inn Shihezi Dongwu Road Century Square
475,Polson,US,37.22,overcast clouds,47.6936,-114.1632,Americas Best Value Port Polson Inn
476,Chachapoyas,PE,65.46,light rain,-6.2317,-77.869,Teresita
477,Pioner,RU,27.84,clear sky,55.3166,85.9508,Park-hotel Akvarium
478,Mistelbach,AT,47.75,broken clouds,48.57,16.5767,Tour-Motel
479,Kharp,RU,33.3,light snow,66.8014,65.8081,"Hotel ""Sob"""
480,Yagodnoye,RU,-21.95,overcast clouds,62.55,149.6667,Гостевой дом
481,Baneh,IR,52.39,overcast clouds,35.9975,45.8853,ساختمان زیتون
483,Riyadh,SA,84.34,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
484,Oyama,JP,66.58,scattered clouds,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
485,Surt,LY,63.41,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
486,Benguela,AO,76.71,light rain,-12.5763,13.4055,Hotel Praia Morena
487,Peniche,PT,66.07,broken clouds,39.3558,-9.3811,Hotel Star inn Peniche
488,Bosaso,SO,82.18,clear sky,11.2842,49.1816,Red Sea Hotel
489,Aviles,ES,78.19,few clouds,43.5547,-5.9248,"Palacio de Avilés, Affiliated by Meliá"
490,Rakiv Lis,UA,38.35,overcast clouds,51.6217,24.9243,Turiya Hotelʹ
492,Doctor Juan Leon Mallorquin,PY,85.73,overcast clouds,-25.4,-55.2667,Hotel Puma S.A.
493,Acarau,BR,82.17,moderate rain,-2.8856,-40.12,castelo pizzaria
494,Nishihara,JP,73.06,mist,26.1842,127.7558,Minshuku Agaihama
495,Sur,OM,88.14,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
496,Nevelsk,RU,30.9,light snow,46.6733,141.8633,Gostinitsa Viktoriya
497,Tabou,CI,83.39,scattered clouds,4.423,-7.3528,hotêl doufoulougou
498,Hendersonville,US,72.12,broken clouds,36.3048,-86.62,Hyatt Place Nashville/Hendersonville
499,Anadyr,RU,19.9,clear sky,64.75,177.4833,Отке17.ру — жильё для командированных
500,Cravo Norte,CO,91.18,overcast clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
501,Chatham,GB,52.93,overcast clouds,51.3789,0.5279,King Charles Hotel in Kent
503,Kalmunai,LK,79.39,overcast clouds,7.4167,81.8167,VS Villa
504,Japura,ID,73.49,broken clouds,-0.3167,102.35,Rumah mbah Jamah
506,Mikhaylovka,RU,59.7,overcast clouds,50.06,43.2379,5 Komnat
507,Urcos,PE,63.52,broken clouds,-13.6861,-71.6228,Qali Samanawasi
510,Gigmoto,PH,78.82,overcast clouds,13.7796,124.39,Cj's Travellers Inn
511,Nantucket,US,55.54,clear sky,41.2835,-70.0995,Jared Coffin House
512,Ashoknagar,IN,90.73,clear sky,24.5667,77.7167,Hotel Rajshree
513,Bilma,NE,93.51,clear sky,18.6853,12.9164,Expeditions Ténére voyages
514,Esmeraldas,BR,89.71,broken clouds,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
515,Tazovskiy,RU,12.52,overcast clouds,67.4667,78.7,TazHostel
516,Marfino,RU,43.05,clear sky,55.7028,37.3822,Nemchinovka-Park
517,Seryshevo,RU,32.63,light snow,51.0933,128.3786,Sel'skiy Dom Kul'tuty
518,Saurimo,AO,66.11,moderate rain,-9.6608,20.3916,Hotel Kawissa Saurimo
519,Skelleftea,SE,32.36,overcast clouds,64.7507,20.9528,Quality Hotel Skellefteå Stadshotell
520,Chapais,CA,29.98,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
524,Byron Bay,AU,65.95,few clouds,-28.65,153.6167,Backpackers Inn
526,Bocas Del Toro,PA,79.07,overcast clouds,9.3333,-82.25,Hotel Bocas del Toro
527,Namibe,AO,71.73,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
528,Yashkul,RU,60.17,clear sky,46.1711,45.3435,"Gostinitsa ""Putnik"""
529,Labytnangi,RU,33.57,overcast clouds,66.6572,66.4183,Priuralye Hotel
530,Ilebo,CD,72.3,broken clouds,-4.3167,20.5833,Hôtel BUMAK
532,Vernon,CA,45.61,overcast clouds,50.2581,-119.2691,Prestige Vernon Lodge and Conference Centre
533,Changli,CN,53.85,clear sky,39.7042,119.1506,7Days Inn Qinhuangdao Changli Jieyang Street
534,Flin Flon,CA,30.04,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
535,Cumadcad,PH,76.39,heavy intensity rain,12.9806,123.7892,BERMAS FAMILY
536,Mana,GF,81.84,overcast clouds,5.6592,-53.7767,LE SAMANA
537,Rovaniemi,FI,33.21,overcast clouds,66.5,25.7167,Arctic City Hotel
538,Saint-Francois,FR,53.42,clear sky,46.4154,3.9054,Manoir Du Bonheur
540,Assiniboia,CA,39.02,broken clouds,49.6334,-105.9845,Canalta Hotel Assiniboia
542,San Andres,CO,86.02,few clouds,12.5847,-81.7006,Hotel Arena Blanca
543,Rawson,AR,61.57,clear sky,-43.3002,-65.1023,Hosteria Sampedro
544,Paysandu,UY,80.6,clear sky,-32.3214,-58.0756,Gran Hotel Paysandú
546,Cidreira,BR,74.16,clear sky,-30.1811,-50.2056,Hotel Castelo
547,San Patricio,US,86.16,few clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
548,Srivaikuntam,IN,83.16,moderate rain,8.6167,77.9333,KOWSALYARAMAMOORTHY
550,Red Bank,US,50.97,broken clouds,40.3471,-74.0643,The Molly Pitcher Inn
551,Campanario,ES,67.17,scattered clouds,38.8644,-5.6174,PENSION MALAY
552,Salto,UY,76.87,few clouds,-31.3833,-57.9667,Gran Hotel Uruguay
554,Puri,IN,82.92,scattered clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
555,Washougal,US,46.76,overcast clouds,45.5826,-122.3534,Camas Boutique Hotel
556,Muravlenko,RU,28.04,overcast clouds,63.7898,74.523,Hostel Rus Muravlenko
557,Roblin,CA,34.03,clear sky,51.23,-101.3565,"Harvest Moon Inn, Roblin Manitboa"
558,Store Heddinge,DK,42.91,broken clouds,55.3097,12.3889,Vangeled Gaard B&B
559,Tallahassee,US,76.32,clear sky,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
560,Sidlaghatta,IN,78.89,broken clouds,13.3881,77.8628,Shri Rama vilas hotel
561,El Tigre,VE,95.38,broken clouds,8.8875,-64.2454,Hotel Santa Cruz
562,Bonaventure,CA,34.38,overcast clouds,48.0457,-65.4926,Riôtel Bonaventure (N° établissement : 1271)
563,Mut,TR,62.47,scattered clouds,36.6439,33.4389,Konak Otel
564,Sfantu Gheorghe,RO,36.93,overcast clouds,45.8667,25.7833,Hotel Park
565,Thiers,FR,59.32,broken clouds,45.8333,3.5,Hôtel Eliotel
568,Kangaatsiaq,GL,22.44,overcast clouds,68.3065,-53.4641,Nukissiorfiit
569,Nouadhibou,MR,64.56,scattered clouds,20.931,-17.0347,El Medina
571,Jeremie,HT,80.85,broken clouds,18.65,-74.1167,Auberge’Inn
572,Tolaga Bay,NZ,53.29,clear sky,-38.3667,178.3,Tolaga Bay Motel
573,Owando,CG,77.99,broken clouds,-0.4819,15.8999,Exaunel Hotel Owando
574,Bonthe,SL,82.85,light rain,7.5264,-12.505,Bonthe Holiday Village
575,Igrim,RU,35.62,overcast clouds,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
576,Hokitika,NZ,52.47,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
578,Foso,GH,80.17,light rain,5.7012,-1.2866,Pristina Cottage
579,Galesong,ID,73.42,clear sky,-5.3166,119.3661,Sapriadi Appy
580,Arden,DK,40.19,few clouds,56.769,9.8618,Rold Skov Bed and Breakfast
581,Gold Coast,AU,68.0,clear sky,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
582,Kiama,AU,65.68,scattered clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
583,Hambantota,LK,80.17,broken clouds,6.1241,81.1185,Bungalow 63
585,Never,FR,55.11,clear sky,46.9896,3.159,Hôtel Kyriad Nevers Centre
587,Purpe,RU,26.64,snow,64.4803,76.6897,"Gostinnitsa ""Valentina"""
588,Kawalu,ID,72.39,overcast clouds,-7.3817,108.2082,West Jontor
589,Savannakhet,LA,80.82,few clouds,16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์ (Riverfront Hotel)
590,Strezhevoy,RU,11.71,overcast clouds,60.7333,77.5889,Sibiryachka
591,Nyimba,ZM,68.41,overcast clouds,-14.5566,30.8149,Dali Dali Lodge
592,Sartell,US,55.35,clear sky,45.6216,-94.2069,AmericInn by Wyndham Sartell
595,Lima,PE,74.39,broken clouds,-12.0432,-77.0282,Hotel Kamana
597,Coos Bay,US,46.99,overcast clouds,43.3665,-124.2179,Best Western Holiday Hotel
598,Plettenberg Bay,ZA,65.86,scattered clouds,-34.0527,23.3716,Thanda Vista B&B
599,Chambersburg,US,45.19,overcast clouds,39.9376,-77.6611,"Holiday Inn Express & Suites Chambersburg, an IHG Hotel"
601,San Pedro,PH,79.83,light rain,14.35,121.0167,Esquivel's Garden And Resort
602,Suez,EG,68.56,few clouds,29.9737,32.5263,Green House
603,Shaowu,CN,66.83,broken clouds,27.3409,117.4831,Yijie Express Hotel
604,Shahrud,IR,52.65,few clouds,36.4182,54.9763,Royal Hotel
605,Butare,RW,59.31,overcast clouds,-2.5967,29.7394,Light House Hotel
606,Berlevag,NO,37.4,broken clouds,70.8578,29.0864,Kvitbrakka
607,Tutoia,BR,81.34,light rain,-2.7619,-42.2744,Pousada Guará's
608,Wuwei,CN,49.57,overcast clouds,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
609,Puerto Escondido,MX,87.94,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
610,Tromso,NO,37.42,clear sky,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
611,Zharkent,KZ,58.8,broken clouds,44.1628,80.0,гостиница Satti
612,Solano,US,70.45,clear sky,38.2333,-121.9511,Westwind Inn
613,Sao Joao Do Paraiso,BR,94.95,few clouds,-15.3136,-42.0144,Avenida Palace Hotel
614,Atasu,KZ,46.67,overcast clouds,48.6814,71.6433,Dostyk
615,Bayir,TR,59.52,few clouds,37.2687,28.2167,Hotel Babadag
618,Cortez,US,53.04,clear sky,37.3489,-108.5859,Sand Canyon National 9 Inn
619,Acajutla,SV,89.82,few clouds,13.5928,-89.8275,Laureles
620,Oktyabrskiy,RU,39.31,overcast clouds,54.4815,53.471,Гостиница Октябрьская
621,Wad Rawah,SD,97.9,clear sky,15.1603,33.1397,ود الترابي
622,Harwich,GB,51.35,overcast clouds,51.9419,1.2844,Premier Inn Harwich hotel
623,Kalas,IN,87.1,overcast clouds,18.1667,74.8,Hotel Durvankur
624,Cuxhaven,DE,43.97,scattered clouds,53.8718,8.6909,Best Western Hotel Das Donners
625,Khani,GE,56.77,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
626,Stykkisholmur,IS,37.0,overcast clouds,65.0757,-22.7297,Fosshótel Stykkishólmur
627,Saint Paul,US,58.91,clear sky,44.9444,-93.0933,"InterContinental Saint Paul Riverfront, an IHG Hotel"
628,Champerico,GT,91.94,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
629,Cusco,PE,61.72,broken clouds,-13.5183,-71.9781,"Monasterio, A Belmond Hotel, Cusco"
630,Novopavlovka,RU,27.07,overcast clouds,51.2172,109.2091,Vizit
631,Barguzin,RU,25.43,overcast clouds,53.6167,109.6167,"Gostevoy Dom S.barguzin ""Vizit"""
632,Kununurra,AU,67.98,few clouds,-15.7667,128.7333,Hotel Kununurra
633,San Vicente,AR,73.69,overcast clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
634,Ochakiv,UA,47.35,overcast clouds,46.6128,31.5498,Briz
635,Soe,ID,63.19,few clouds,-9.8607,124.284,Dena Hotel
636,Nizhniy Kuranakh,RU,7.11,broken clouds,58.8353,125.4869,Park Pobedy
637,Moulins,FR,54.27,broken clouds,46.5,3.3333,ibis Moulins Sud
638,Blanquefort,FR,66.42,clear sky,44.9125,-0.6366,OTELLIA (Auberge de jeunesse)
639,Mao,ES,57.76,clear sky,39.8885,4.2658,ARTIEM Capri
640,Ambon,ID,75.34,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
641,Belmonte,BR,83.73,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
642,Mabaruma,GY,80.62,broken clouds,8.2,-59.7833,Monty Brooms Guest House
643,Taraza,CO,86.27,overcast clouds,7.5836,-75.4007,Hotel Monteverde
644,Bratsk,RU,28.89,overcast clouds,56.1325,101.6142,"Gostinitsa ""Shvedka"""
645,Kautokeino,NO,31.15,snow,69.0125,23.0412,Thon Hotel Kautokeino
647,Wanning,CN,71.74,few clouds,18.8003,110.3967,Paradise Hotel
649,Dunedin,NZ,50.81,clear sky,-45.8742,170.5036,Scenic Hotel Southern Cross
651,Wenzhou,CN,67.71,broken clouds,27.9994,120.6668,温州喜来登酒店
652,Matadi,CD,81.48,light rain,-5.8167,13.45,Hotel Vivi Palace
653,Manono,CD,75.11,scattered clouds,-7.3,27.4167,Hotel hewa bora
654,Turmalina,BR,85.33,scattered clouds,-17.2856,-42.73,Hotel Cristal
655,Pelym,RU,39.94,overcast clouds,61.0108,61.9978,Obshchezhitiye Pelymskogo Lpumg
656,Luleburgaz,TR,56.12,overcast clouds,41.4039,27.3592,alparslan rant a car
657,Kieta,PG,78.51,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
658,Tateyama,JP,58.1,broken clouds,34.9833,139.8667,Tateyama Seaside Hotel
659,Djambala,CG,77.81,overcast clouds,-2.5447,14.7533,Hotel Ravin D'or
660,Andrychow,PL,38.12,overcast clouds,49.855,19.3383,Noclegi Nad Basenem
661,Dauphin,CA,42.94,clear sky,51.1494,-100.0502,Canway Inn & Suites
662,Fredericksburg,US,58.01,broken clouds,38.3032,-77.4605,Courtyard by Marriott Fredericksburg Historic District
665,Palasa,IN,78.51,overcast clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
666,Okha,RU,17.28,overcast clouds,53.5739,142.9478,Sakhalin-Sfera
667,Visby,SE,44.06,clear sky,57.6409,18.296,Best Western Solhem Hotel Visby
668,Fare,PF,82.02,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
669,Guarapari,BR,81.9,broken clouds,-20.6667,-40.4975,Hotel Porto do Sol
670,Sulangan,PH,77.97,heavy intensity rain,11.1373,123.7228,Maia's Beach Resort
672,Bima,ID,74.8,overcast clouds,-8.4667,118.7167,Lambitu Hotel
673,Marsa Matruh,EG,62.8,few clouds,31.3525,27.2453,Beau Site
674,Kanniyakumari,IN,82.49,overcast clouds,8.0833,77.5667,Sparsa Kanyakumari
675,Kamuli,UG,71.44,overcast clouds,0.9472,33.1197,Century Hotel Limited And laundry Services
676,Nikel,RU,35.78,overcast clouds,69.4128,30.222,Severnoe Siyanie
677,Mahenge,TZ,63.75,broken clouds,-8.6833,36.7167,Mkondosii Guest House
