City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Kisangani,CD,0.5167,25.2,72.28,98,99,4.16,moderate rain
451,Malanje,AO,-9.5402,16.341,66.47,93,100,2.46,light rain
452,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,73,44,11.99,scattered clouds
453,Port Hedland,AU,-20.3167,118.5667,78.85,94,5,9.22,clear sky
454,Sehithwa,BW,-20.4667,22.7167,71.8,65,25,5.91,light rain
455,Ngunguru,NZ,-35.6167,174.5,62.26,72,16,7.2,few clouds
456,Morehead,US,37.2711,-87.1764,69.78,35,0,11.5,clear sky
457,Tongren,CN,27.7172,109.1853,67.86,79,0,3.18,clear sky
458,Oranjemund,NA,-28.55,16.4333,66.04,66,0,13.91,clear sky
459,Hofn,IS,64.2539,-15.2082,35.73,66,100,1.72,overcast clouds
460,Moose Factory,CA,51.2585,-80.6094,30.2,80,100,5.75,overcast clouds
461,Maura,NO,60.25,11.0167,48.31,29,0,6.91,clear sky
462,Vilhena,BR,-12.7406,-60.1458,84.42,65,75,8.05,broken clouds
463,Camarzana,RO,48.0,23.3167,45.7,65,97,6.2,overcast clouds
464,Neuquen,AR,-38.9516,-68.0591,58.89,55,75,6.91,broken clouds
465,Bonavista,CA,48.6499,-53.1147,35.6,95,100,5.68,overcast clouds
466,Nikolskoye,RU,59.7035,30.7861,42.69,86,57,9.24,broken clouds
467,Abbeville,FR,50.1,1.8333,52.48,68,93,6.04,overcast clouds
468,Kedrovyy,RU,56.1667,91.8167,27.01,96,98,5.12,overcast clouds
469,Boulsa,BF,12.6675,-0.5758,101.91,16,56,6.87,broken clouds
470,Port Blair,IN,11.6667,92.75,80.64,83,20,2.3,mist
471,Grand Forks,US,47.9417,-97.4337,42.78,70,100,6.91,overcast clouds
472,Khuzdar,PK,27.7384,66.6434,78.64,10,99,2.82,overcast clouds
473,Yar-Sale,RU,66.8333,70.8333,33.08,99,100,9.51,light snow
474,Shihezi,CN,44.3,86.0333,59.32,26,100,4.43,overcast clouds
475,Polson,US,47.6936,-114.1632,37.22,49,89,3.0,overcast clouds
476,Chachapoyas,PE,-6.2317,-77.869,65.46,71,99,2.3,light rain
477,Pioner,RU,55.3166,85.9508,27.84,54,0,6.71,clear sky
478,Mistelbach,AT,48.57,16.5767,47.75,42,81,1.01,broken clouds
479,Kharp,RU,66.8014,65.8081,33.3,99,100,4.0,light snow
480,Yagodnoye,RU,62.55,149.6667,-21.95,100,91,3.67,overcast clouds
481,Baneh,IR,35.9975,45.8853,52.39,54,99,4.05,overcast clouds
482,Lahij,YE,13.1667,44.5833,80.37,41,1,5.1,clear sky
483,Riyadh,SA,24.6877,46.7219,84.34,14,6,11.72,clear sky
484,Oyama,JP,36.3,139.8,66.58,60,41,2.55,scattered clouds
485,Surt,LY,31.2089,16.5887,63.41,68,0,11.32,clear sky
486,Benguela,AO,-12.5763,13.4055,76.71,87,60,4.9,light rain
487,Peniche,PT,39.3558,-9.3811,66.07,75,61,21.5,broken clouds
488,Bosaso,SO,11.2842,49.1816,82.18,72,9,1.25,clear sky
489,Aviles,ES,43.5547,-5.9248,78.19,36,20,9.22,few clouds
490,Rakiv Lis,UA,51.6217,24.9243,38.35,71,86,8.79,overcast clouds
491,Murgab,TM,37.4966,61.9714,73.27,38,75,9.22,light rain
492,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,85.73,55,86,5.08,overcast clouds
493,Acarau,BR,-2.8856,-40.12,82.17,75,75,9.46,moderate rain
494,Nishihara,JP,26.1842,127.7558,73.06,94,75,13.8,mist
495,Sur,OM,22.5667,59.5289,88.14,36,90,9.04,overcast clouds
496,Nevelsk,RU,46.6733,141.8633,30.9,85,100,25.32,light snow
497,Tabou,CI,4.423,-7.3528,83.39,76,25,10.27,scattered clouds
498,Hendersonville,US,36.3048,-86.62,72.12,28,56,10.0,broken clouds
499,Anadyr,RU,64.75,177.4833,19.9,85,0,4.47,clear sky
500,Cravo Norte,CO,6.3017,-70.2041,91.18,41,100,7.49,overcast clouds
501,Chatham,GB,51.3789,0.5279,52.93,42,99,4.0,overcast clouds
502,Chingirlau,KZ,51.095,54.0814,48.92,87,37,9.4,scattered clouds
503,Kalmunai,LK,7.4167,81.8167,79.39,83,97,6.29,overcast clouds
504,Japura,ID,-0.3167,102.35,73.49,98,80,2.8,broken clouds
505,Goundi,TD,9.3627,17.366,88.18,41,94,5.06,overcast clouds
506,Mikhaylovka,RU,50.06,43.2379,59.7,55,100,6.82,overcast clouds
507,Urcos,PE,-13.6861,-71.6228,63.52,51,73,3.87,broken clouds
508,Dauriya,RU,49.9333,116.8667,27.27,73,68,2.75,broken clouds
509,Marathon,US,44.9,-89.7668,55.15,33,0,19.57,clear sky
510,Gigmoto,PH,13.7796,124.39,78.82,90,100,14.27,overcast clouds
511,Nantucket,US,41.2835,-70.0995,55.54,47,0,13.8,clear sky
512,Ashoknagar,IN,24.5667,77.7167,90.73,12,0,2.64,clear sky
513,Bilma,NE,18.6853,12.9164,93.51,5,0,3.27,clear sky
514,Esmeraldas,BR,-19.7625,-44.3139,89.71,49,77,5.95,broken clouds
515,Tazovskiy,RU,67.4667,78.7,12.52,95,100,9.4,overcast clouds
516,Marfino,RU,55.7028,37.3822,43.05,70,0,0.0,clear sky
517,Seryshevo,RU,51.0933,128.3786,32.63,99,100,9.31,light snow
518,Saurimo,AO,-9.6608,20.3916,66.11,95,100,4.88,moderate rain
519,Skelleftea,SE,64.7507,20.9528,32.36,86,100,6.91,overcast clouds
520,Chapais,CA,49.7834,-74.8492,29.98,80,98,8.34,overcast clouds
521,Bitkine,TD,11.9801,18.2138,90.19,34,100,12.01,overcast clouds
522,Ada,US,43.4166,-116.1262,40.35,79,100,9.22,overcast clouds
523,Batagay-Alyta,RU,67.8006,130.4114,-14.42,93,6,6.26,clear sky
524,Byron Bay,AU,-28.65,153.6167,65.95,93,20,7.87,few clouds
525,Alekseyevskaya,RU,50.2896,42.1845,59.81,65,95,8.41,overcast clouds
526,Bocas Del Toro,PA,9.3333,-82.25,79.07,76,100,6.58,overcast clouds
527,Namibe,AO,-15.1961,12.1522,71.73,80,33,6.76,scattered clouds
528,Yashkul,RU,46.1711,45.3435,60.17,43,10,9.66,clear sky
529,Labytnangi,RU,66.6572,66.4183,33.57,100,100,8.39,overcast clouds
530,Ilebo,CD,-4.3167,20.5833,72.3,91,66,1.61,broken clouds
531,Lebyazhye,RU,55.2689,66.4947,42.33,66,100,12.71,overcast clouds
532,Vernon,CA,50.2581,-119.2691,45.61,50,90,3.44,overcast clouds
533,Changli,CN,39.7042,119.1506,53.85,74,5,6.02,clear sky
534,Flin Flon,CA,54.7682,-101.865,30.04,59,100,19.57,overcast clouds
535,Cumadcad,PH,12.9806,123.7892,76.39,97,100,11.25,heavy intensity rain
536,Mana,GF,5.6592,-53.7767,81.84,75,91,12.41,overcast clouds
537,Rovaniemi,FI,66.5,25.7167,33.21,93,100,2.3,overcast clouds
538,Saint-Francois,FR,46.4154,3.9054,53.42,43,0,12.66,clear sky
539,Ati,TD,13.2154,18.3353,92.59,14,99,6.64,overcast clouds
540,Assiniboia,CA,49.6334,-105.9845,39.02,41,71,19.57,broken clouds
541,Ossora,RU,59.2353,163.0719,12.2,83,69,7.76,broken clouds
542,San Andres,CO,12.5847,-81.7006,86.02,66,20,14.97,few clouds
543,Rawson,AR,-43.3002,-65.1023,61.57,53,1,25.41,clear sky
544,Paysandu,UY,-32.3214,-58.0756,80.6,50,10,12.66,clear sky
545,Bangassou,CF,4.7413,22.8184,75.07,74,79,1.01,light rain
546,Cidreira,BR,-30.1811,-50.2056,74.16,81,4,15.64,clear sky
547,San Patricio,US,28.017,-97.5169,86.16,55,18,26.17,few clouds
548,Srivaikuntam,IN,8.6167,77.9333,83.16,71,93,1.88,moderate rain
549,Agadez,NE,19.75,10.25,93.49,5,0,10.96,clear sky
550,Red Bank,US,40.3471,-74.0643,50.97,44,75,25.32,broken clouds
551,Campanario,ES,38.8644,-5.6174,67.17,53,41,11.03,scattered clouds
552,Salto,UY,-31.3833,-57.9667,76.87,77,14,11.99,few clouds
553,Teya,RU,60.3778,92.6267,7.3,99,98,2.77,overcast clouds
554,Puri,IN,19.8,85.85,82.92,86,25,22.62,scattered clouds
555,Washougal,US,45.5826,-122.3534,46.76,77,100,12.66,overcast clouds
556,Muravlenko,RU,63.7898,74.523,28.04,92,100,15.82,overcast clouds
557,Roblin,CA,51.23,-101.3565,34.03,83,9,13.42,clear sky
558,Store Heddinge,DK,55.3097,12.3889,42.91,62,60,21.12,broken clouds
559,Tallahassee,US,30.4383,-84.2807,76.32,32,0,3.44,clear sky
560,Sidlaghatta,IN,13.3881,77.8628,78.89,66,72,6.31,broken clouds
561,El Tigre,VE,8.8875,-64.2454,95.38,25,58,12.64,broken clouds
562,Bonaventure,CA,48.0457,-65.4926,34.38,93,100,5.75,overcast clouds
563,Mut,TR,36.6439,33.4389,62.47,59,43,6.15,scattered clouds
564,Sfantu Gheorghe,RO,45.8667,25.7833,36.93,99,100,2.1,overcast clouds
565,Thiers,FR,45.8333,3.5,59.32,55,61,4.25,broken clouds
566,Okhotsk,RU,59.3833,143.3,22.03,90,100,9.31,overcast clouds
567,Borinskoye,RU,52.4569,39.3713,52.9,82,100,2.93,overcast clouds
568,Kangaatsiaq,GL,68.3065,-53.4641,22.44,67,100,3.18,overcast clouds
569,Nouadhibou,MR,20.931,-17.0347,64.56,85,32,24.34,scattered clouds
570,Beloha,MG,-25.1667,45.05,73.76,84,100,17.2,overcast clouds
571,Jeremie,HT,18.65,-74.1167,80.85,75,59,7.16,broken clouds
572,Tolaga Bay,NZ,-38.3667,178.3,53.29,83,0,4.18,clear sky
573,Owando,CG,-0.4819,15.8999,77.99,75,64,2.93,broken clouds
574,Bonthe,SL,7.5264,-12.505,82.85,73,67,12.91,light rain
575,Igrim,RU,63.1906,64.4162,35.62,99,100,8.59,overcast clouds
576,Hokitika,NZ,-42.7167,170.9667,52.47,79,93,3.18,overcast clouds
577,Novyye Burasy,RU,52.1324,46.0714,50.02,79,70,5.37,broken clouds
578,Foso,GH,5.7012,-1.2866,80.17,76,86,7.45,light rain
579,Galesong,ID,-5.3166,119.3661,73.42,79,10,5.57,clear sky
580,Arden,DK,56.769,9.8618,40.19,71,11,21.12,few clouds
581,Gold Coast,AU,-28.0,153.4333,68.0,94,0,4.61,clear sky
582,Kiama,AU,-34.6833,150.8667,65.68,93,33,5.37,scattered clouds
583,Hambantota,LK,6.1241,81.1185,80.17,79,60,11.97,broken clouds
584,Balgazyn,RU,51.0,95.2,29.16,51,69,3.53,broken clouds
585,Never,FR,46.9896,3.159,55.11,41,0,11.5,clear sky
586,Elko,US,41.0002,-115.5012,41.74,28,71,15.99,broken clouds
587,Purpe,RU,64.4803,76.6897,26.64,96,100,17.87,snow
588,Kawalu,ID,-7.3817,108.2082,72.39,95,100,1.34,overcast clouds
589,Savannakhet,LA,16.566,104.751,80.82,37,12,4.0,few clouds
590,Strezhevoy,RU,60.7333,77.5889,11.71,92,95,5.1,overcast clouds
591,Nyimba,ZM,-14.5566,30.8149,68.41,84,91,5.35,overcast clouds
592,Sartell,US,45.6216,-94.2069,55.35,35,0,18.41,clear sky
593,Bogovarovo,RU,58.9785,47.0246,38.95,99,100,7.72,overcast clouds
594,Beisfjord,NO,68.3751,17.5988,37.45,85,44,7.7,scattered clouds
595,Lima,PE,-12.0432,-77.0282,74.39,71,69,1.01,broken clouds
596,Walvis Bay,NA,-22.9575,14.5053,63.55,72,0,4.61,clear sky
597,Coos Bay,US,43.3665,-124.2179,46.99,94,100,0.0,overcast clouds
598,Plettenberg Bay,ZA,-34.0527,23.3716,65.86,88,43,11.48,scattered clouds
599,Chambersburg,US,39.9376,-77.6611,45.19,58,85,13.0,overcast clouds
600,Bara,NG,10.3744,10.7288,92.79,21,95,4.41,overcast clouds
601,San Pedro,PH,14.35,121.0167,79.83,81,75,1.14,light rain
602,Suez,EG,29.9737,32.5263,68.56,53,16,12.95,few clouds
603,Shaowu,CN,27.3409,117.4831,66.83,71,57,1.88,broken clouds
604,Shahrud,IR,36.4182,54.9763,52.65,56,17,7.16,few clouds
605,Butare,RW,-2.5967,29.7394,59.31,91,95,4.21,overcast clouds
606,Berlevag,NO,70.8578,29.0864,37.4,84,54,18.75,broken clouds
607,Tutoia,BR,-2.7619,-42.2744,81.34,78,91,11.14,light rain
608,Wuwei,CN,37.9281,102.6414,49.57,28,99,13.06,overcast clouds
609,Puerto Escondido,MX,15.85,-97.0667,87.94,53,39,7.81,scattered clouds
610,Tromso,NO,69.6496,18.957,37.42,52,0,16.11,clear sky
611,Zharkent,KZ,44.1628,80.0,58.8,58,81,8.03,broken clouds
612,Solano,US,38.2333,-121.9511,70.45,22,0,17.27,clear sky
613,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,94.95,23,17,6.53,few clouds
614,Atasu,KZ,48.6814,71.6433,46.67,49,100,16.35,overcast clouds
615,Bayir,TR,37.2687,28.2167,59.52,73,16,5.39,few clouds
616,Tombouctou,ML,20.0,-3.0,91.83,4,0,8.1,clear sky
617,Belaya Gora,RU,68.5333,146.4167,-21.23,100,99,2.98,overcast clouds
618,Cortez,US,37.3489,-108.5859,53.04,12,0,18.41,clear sky
619,Acajutla,SV,13.5928,-89.8275,89.82,47,16,10.47,few clouds
620,Oktyabrskiy,RU,54.4815,53.471,39.31,94,98,2.93,overcast clouds
621,Wad Rawah,SD,15.1603,33.1397,97.9,11,4,10.0,clear sky
622,Harwich,GB,51.9419,1.2844,51.35,70,99,8.01,overcast clouds
623,Kalas,IN,18.1667,74.8,87.1,33,86,15.79,overcast clouds
624,Cuxhaven,DE,53.8718,8.6909,43.97,70,40,21.85,scattered clouds
625,Khani,GE,41.9563,42.9566,56.77,66,100,8.25,overcast clouds
626,Stykkisholmur,IS,65.0757,-22.7297,37.0,80,100,2.35,overcast clouds
627,Saint Paul,US,44.9444,-93.0933,58.91,34,0,19.57,clear sky
628,Champerico,GT,14.3,-91.9167,91.94,57,36,10.71,scattered clouds
629,Cusco,PE,-13.5183,-71.9781,61.72,48,79,4.43,broken clouds
630,Novopavlovka,RU,51.2172,109.2091,27.07,81,100,3.65,overcast clouds
631,Barguzin,RU,53.6167,109.6167,25.43,91,88,4.54,overcast clouds
632,Kununurra,AU,-15.7667,128.7333,67.98,77,21,3.44,few clouds
633,San Vicente,AR,-26.6167,-54.1333,73.69,73,98,1.9,overcast clouds
634,Ochakiv,UA,46.6128,31.5498,47.35,93,100,5.75,overcast clouds
635,Soe,ID,-9.8607,124.284,63.19,87,14,3.87,few clouds
636,Nizhniy Kuranakh,RU,58.8353,125.4869,7.11,98,78,2.66,broken clouds
637,Moulins,FR,46.5,3.3333,54.27,59,72,5.91,broken clouds
638,Blanquefort,FR,44.9125,-0.6366,66.42,32,0,14.97,clear sky
639,Mao,ES,39.8885,4.2658,57.76,58,0,9.22,clear sky
640,Ambon,ID,-3.6954,128.1814,75.34,94,20,2.3,few clouds
641,Belmonte,BR,-15.8631,-38.8828,83.73,66,15,10.4,few clouds
642,Mabaruma,GY,8.2,-59.7833,80.62,83,65,7.27,broken clouds
643,Taraza,CO,7.5836,-75.4007,86.27,74,100,2.73,overcast clouds
644,Bratsk,RU,56.1325,101.6142,28.89,97,100,4.76,overcast clouds
645,Kautokeino,NO,69.0125,23.0412,31.15,97,66,16.67,snow
646,Tingi,TZ,-11.3,35.0333,63.07,96,75,4.12,light rain
647,Wanning,CN,18.8003,110.3967,71.74,91,14,0.96,few clouds
648,Panjab,AF,34.388,67.0233,57.24,23,100,4.92,overcast clouds
649,Dunedin,NZ,-45.8742,170.5036,50.81,91,6,3.0,clear sky
650,Angoram,PG,-4.0625,144.0661,72.43,99,47,1.81,scattered clouds
651,Wenzhou,CN,27.9994,120.6668,67.71,81,57,0.31,broken clouds
652,Matadi,CD,-5.8167,13.45,81.48,79,86,1.57,light rain
653,Manono,CD,-7.3,27.4167,75.11,75,41,4.5,scattered clouds
654,Turmalina,BR,-17.2856,-42.73,85.33,45,45,3.91,scattered clouds
655,Pelym,RU,61.0108,61.9978,39.94,97,100,8.01,overcast clouds
656,Luleburgaz,TR,41.4039,27.3592,56.12,76,96,8.66,overcast clouds
657,Kieta,PG,-6.2167,155.6333,78.51,80,86,1.74,overcast clouds
658,Tateyama,JP,34.9833,139.8667,58.1,89,76,10.13,broken clouds
659,Djambala,CG,-2.5447,14.7533,77.81,67,90,1.12,overcast clouds
660,Andrychow,PL,49.855,19.3383,38.12,85,94,5.86,overcast clouds
661,Dauphin,CA,51.1494,-100.0502,42.94,61,0,21.85,clear sky
662,Fredericksburg,US,38.3032,-77.4605,58.01,42,75,5.75,broken clouds
663,Togul,RU,53.465,85.9128,28.31,88,100,4.5,overcast clouds
664,Sosnovka,RU,56.255,51.2842,36.27,100,100,2.1,overcast clouds
665,Palasa,IN,18.7667,84.4167,78.51,88,85,9.6,overcast clouds
666,Okha,RU,53.5739,142.9478,17.28,94,94,6.91,overcast clouds
667,Visby,SE,57.6409,18.296,44.06,56,0,9.22,clear sky
668,Fare,PF,-16.7,-151.0167,82.02,75,3,17.16,clear sky
669,Guarapari,BR,-20.6667,-40.4975,81.9,86,76,4.54,broken clouds
670,Sulangan,PH,11.1373,123.7228,77.97,96,100,25.99,heavy intensity rain
671,Keetmanshoop,NA,-26.5833,18.1333,67.12,52,0,4.61,clear sky
672,Bima,ID,-8.4667,118.7167,74.8,92,88,3.87,overcast clouds
673,Marsa Matruh,EG,31.3525,27.2453,62.8,82,20,5.75,few clouds
674,Kanniyakumari,IN,8.0833,77.5667,82.49,77,100,9.55,overcast clouds
675,Kamuli,UG,0.9472,33.1197,71.44,69,90,2.75,overcast clouds
676,Nikel,RU,69.4128,30.222,35.78,97,100,21.88,overcast clouds
677,Mahenge,TZ,-8.6833,36.7167,63.75,91,67,3.36,broken clouds
